"id";"sample_name";"project";"analysis";"run";"gender";"created";"no_mismatches"
1095;"1_02";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";1
1096;"1_08";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1097;"1_14";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1098;"1_18";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";3
1099;"1_20";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";1
1100;"1_23";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1101;"1_25";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1102;"1_31";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1103;"1_34";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";1
1104;"1_38";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";1
1105;"1_39";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";2
1106;"1_40";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1107;"1_41";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";2
1108;"1_42";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";2
1109;"1_43";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";1
1110;"1_44";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";1
1111;"1_45";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1112;"1_46";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1113;"1_47";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1114;"1_48";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1115;"4_01";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";3
1116;"5_09";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";1
1117;"5_20";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";2
1118;"5_22";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1119;"5_23";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";1
1120;"5_24";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1121;"5_25";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1122;"5_33";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";2
1123;"5_34";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";1
1124;"5_35";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1125;"5_36";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";2
1126;"5_37";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1127;"5_38";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";2
1128;"5_39";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XX";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";0
1129;"5_49";"140121";"1.0 - 140121";"user admin@forenseq.uas";"XY";"23 Jan 2021 at 03:13PM (Pacific Standard Time)";1
